START,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,END
{,PBIO,"Pressure BioSciences, Inc.",3.32,$3.66M,n/a,n/a,n/a,}
{,PRGX,"PRGX Global, Inc.",7.58,$177.66M,1996,Consumer Services,Diversified Commercial Services,}
{,PSMT,"PriceSmart, Inc.",57.35,$1.75B,n/a,Consumer Services,Department/Specialty Retail Stores,}
{,PNRG,PrimeEnergy Resources Corporation,140,$284.75M,n/a,Energy,Oil & Gas Production,}
{,PRMW,Primo Water Corporation,12.45,$485.91M,2010,Consumer Non-Durables,Food Distributors,}
{,PRIM,Primoris Services Corporation,20.57,$1.05B,n/a,Basic Industries,Water Supply,}
{,PVAL,Principal Contrarian Value Index ETF,26.192,$5.24M,n/a,n/a,n/a,}
{,PFG,Principal Financial Group Inc,56.48,$15.73B,2001,Finance,Accident &Health Insurance,}
{,BTEC,Principal Healthcare Innovators Index ETF,32.6949,$62.12M,n/a,n/a,n/a,}
{,PXUS,Principal International Multi-Factor Index ETF,95.49,$14.32M,n/a,n/a,n/a,}
{,GENY,Principal Millennials Index ETF,38.07,$26.65M,n/a,n/a,n/a,}
{,PSET,Principal Price Setters Index ETF,36.45,$14.58M,n/a,n/a,n/a,}
{,PY,Principal Shareholder Yield Index ETF,31.11,$14M,n/a,n/a,n/a,}
{,PMOM,Principal Sustainable Momentum Index ETF,27.66,$5.53M,n/a,n/a,n/a,}
{,USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,28.19,$1.61B,n/a,n/a,n/a,}
{,PSC,Principal U.S. Small-Cap Multi-Factor Index ETF,31.71,$356.74M,n/a,n/a,n/a,}
{,PRNB,Principia Biopharma Inc.,30.4,$725.55M,2018,Health Care,Major Pharmaceuticals,}
{,PRTH,"Priority Technology Holdings, Inc.",6.2,$418.24M,2016,Miscellaneous,Business Services,}
{,PDEX,"Pro-Dex, Inc.",12.85,$52.85M,n/a,Health Care,Medical/Dental Instruments,}
{,IPDN,"Professional Diversity Network, Inc.",3.32,$16.13M,2013,Technology,"Computer Software: Programming, Data Processing",}
{,PFIE,"Profire Energy, Inc.",1.53,$72.41M,n/a,Energy,Metal Fabrications,}
{,PGNX,Progenics Pharmaceuticals Inc.,4.91,$415.1M,1997,Health Care,Major Pharmaceuticals,}
{,PRGS,Progress Software Corporation,43.78,$1.95B,1991,Technology,Computer Software: Prepackaged Software,}
{,LUNG,"ProLung, Inc.",n/a,n/a,n/a,n/a,n/a,}
{,PFPT,"Proofpoint, Inc.",121.5,$6.76B,2012,Technology,EDP Services,}
{,PRPH,"ProPhase Labs, Inc.",3.02,$34.91M,n/a,Health Care,Major Pharmaceuticals,}
{,PRQR,ProQR Therapeutics N.V.,11.13,$432.86M,2014,Health Care,Major Pharmaceuticals,}
{,EQRR,ProShares Equities for Rising Rates ETF,41.49,$4.15M,n/a,n/a,n/a,}
{,BIB,ProShares Ultra Nasdaq Biotechnology,48.51,$242.55M,n/a,n/a,n/a,}
{,UBIO,Proshares UltraPro Nasdaq Biotechnology,23.7,$27.25M,n/a,n/a,n/a,}
{,TQQQ,ProShares UltraPro QQQ,61.14,$3.99B,n/a,n/a,n/a,}
{,ZBIO,ProShares UltraPro Short NASDAQ Biotechnology,15.63,$2.21B,n/a,n/a,n/a,}
{,SQQQ,ProShares UltraPro Short QQQ,9.35,$1.02B,n/a,n/a,n/a,}
{,BIS,ProShares UltraShort Nasdaq Biotechnology,18.71,$24.04M,n/a,n/a,n/a,}
{,PSEC,Prospect Capital Corporation,6.76,$2.48B,2004,n/a,n/a,}
{,PTGX,"Protagonist Therapeutics, Inc.",10.67,$249.64M,2016,Health Care,Major Pharmaceuticals,}
{,PTVCA,Protective Insurance Corporation,15.38,$225.97M,n/a,Finance,Property-Casualty Insurers,}
{,PTVCB,Protective Insurance Corporation,16.55,$243.16M,n/a,Finance,Property-Casualty Insurers,}
{,PRTO,"Proteon Therapeutics, Inc.",0.36,$7.05M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,PTI,"Proteostasis Therapeutics, Inc.",1.09,$55.7M,2016,Health Care,Major Pharmaceuticals,}
{,PRTA,Prothena Corporation plc,10.36,$413M,n/a,Health Care,Major Pharmaceuticals,}
{,PRVB,"Provention Bio, Inc.",3.22,$120.3M,2018,Health Care,Major Pharmaceuticals,}
{,PVBC,"Provident Bancorp, Inc.",23.35,$224.76M,2015,Finance,Savings Institutions,}
{,PROV,"Provident Financial Holdings, Inc.",21.5,$161.19M,n/a,Finance,Savings Institutions,}
{,PBIP,"Prudential Bancorp, Inc.",17.17,$153.35M,n/a,Finance,Banks,}
{,PMD,Psychemedics Corporation,10.47,$57.66M,n/a,Health Care,Medical Specialities,}
{,PTC,PTC Inc.,87.56,$10.07B,n/a,Technology,Computer Software: Prepackaged Software,}
{,PTCT,"PTC Therapeutics, Inc.",40.86,$2.39B,2013,Health Care,Major Pharmaceuticals,}
{,PHCF,"PUHUI WEALTH INVESTMENT MANAGEMENT CO., LTD.",2.9,$34.8M,2018,Finance,Investment Managers,}
{,PULM,"Pulmatrix, Inc.",1.09,$12.37M,2014,Health Care,Major Pharmaceuticals,}
{,PLSE,"Pulse Biosciences, Inc",12.7,$263.02M,2016,Health Care,Medical/Dental Instruments,}
{,PBYI,Puma Biotechnology Inc,18.42,$709.13M,n/a,Health Care,Major Pharmaceuticals,}
{,PACQ,Pure Acquisition Corp.,10.1,$522.68M,2018,Finance,Business Services,}
{,PACQU,Pure Acquisition Corp.,10.7,n/a,2018,Finance,Business Services,}
{,PACQW,Pure Acquisition Corp.,1.11,n/a,2018,Finance,Business Services,}
{,PCYO,Pure Cycle Corporation,9.99,$237.78M,n/a,Public Utilities,Water Supply,}
{,PRPL,"Purple Innovation, Inc.",6.65,$357.78M,2015,Consumer Durables,Home Furnishings,}
{,PUYI,Puyi Inc.,6.23,$375.76M,2019,Finance,Investment Managers,}
{,PXS,Pyxis Tankers Inc.,1.1396,$24M,n/a,Transportation,Marine Transportation,}
{,QADA,QAD Inc.,47.68,$936.3M,n/a,Technology,Computer Software: Prepackaged Software,}
{,QADB,QAD Inc.,32.18,$631.92M,n/a,Technology,Computer Software: Prepackaged Software,}
{,QCRH,"QCR Holdings, Inc.",34.96,$550.91M,n/a,Finance,Major Banks,}
{,QGEN,Qiagen N.V.,36.72,$8.33B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,QIWI,QIWI plc,13.28,$832.83M,2013,Miscellaneous,Business Services,}
{,QRVO,"Qorvo, Inc.",75.07,$9.22B,n/a,Technology,Semiconductors,}
{,QCOM,QUALCOMM Incorporated,85.84,$104.36B,1991,Technology,Radio And Television Broadcasting And Communications Equipment,}
{,QBAK,Qualstar Corporation,4.5387,$8.89M,2000,Technology,Electronic Components,}
{,QLYS,"Qualys, Inc.",87.49,$3.43B,2012,Technology,Computer Software: Prepackaged Software,}
{,QTNA,"Quantenna Communications, Inc.",24.16,$931.31M,2016,Technology,Semiconductors,}
{,QTRX,Quanterix Corporation,22.13,$498.61M,2017,Capital Goods,Biotechnology: Laboratory Analytical Instruments,}
{,QTRH,Quarterhill Inc.,1.07,$127.11M,n/a,Miscellaneous,Multi-Sector Companies,}
{,QRHC,Quest Resource Holding Corporation,2.0901,$32.04M,n/a,Technology,Diversified Commercial Services,}
{,QUIK,QuickLogic Corporation,0.8501,$82.45M,1999,Technology,Semiconductors,}
{,QDEL,Quidel Corporation,60.54,$2.41B,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,}
{,QNST,"QuinStreet, Inc.",15.27,$760.56M,2010,Miscellaneous,Business Services,}
{,QUMU,Qumu Corporation,4.02,$39.36M,n/a,Technology,Computer Software: Prepackaged Software,}
{,QTNT,Quotient Limited,8.83,$574.23M,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,}
{,QRTEA,"Qurate Retail, Inc.",12.1,$5.2B,n/a,Consumer Services,Catalog/Specialty Distribution,}
{,QRTEB,"Qurate Retail, Inc.",11.7771,$5.06B,n/a,Consumer Services,Catalog/Specialty Distribution,}
{,QTT,Qutoutiao Inc.,5.83,$1.69B,2018,n/a,n/a,}
{,RRD,R.R. Donnelley & Sons Company,3.35,$237.18M,n/a,Miscellaneous,Publishing,}
{,RCM,R1 RCM Inc.,12.28,$1.36B,n/a,Consumer Services,Other Consumer Services,}
{,RARX,"Ra Pharmaceuticals, Inc.",24.11,$1.02B,2016,Health Care,Major Pharmaceuticals,}
{,RADA,RADA Electronic Industries Ltd.,3.59,$134.69M,n/a,Consumer Non-Durables,Electronic Components,}
{,RDCM,Radcom Ltd.,8.69,$119.22M,1997,Technology,Computer peripheral equipment,}
{,RDUS,"Radius Health, Inc.",21.22,$978.4M,2014,Health Care,Major Pharmaceuticals,}
{,RDNT,"RadNet, Inc.",13.45,$673.6M,n/a,Health Care,Medical Specialities,}
{,RDWR,Radware Ltd.,25,$1.17B,1999,Miscellaneous,Business Services,}
{,METC,"Ramaco Resources, Inc.",6.59,$269.09M,2017,Energy,Coal Mining,}
{,RMBS,"Rambus, Inc.",11.64,$1.29B,1997,Technology,Semiconductors,}
{,RAND,Rand Capital Corporation,3,$18.97M,n/a,Consumer Non-Durables,Textiles,}
{,RNDB,"Randolph Bancorp, Inc.",15,$88.4M,2016,Finance,Major Banks,}
{,RPD,"Rapid7, Inc.",52.94,$2.55B,2015,Technology,Computer Software: Prepackaged Software,}
{,RAVE,"Rave Restaurant Group, Inc.",1.9,$28.64M,n/a,Consumer Non-Durables,Food Distributors,}
{,RAVN,"Raven Industries, Inc.",37.81,$1.36B,n/a,Capital Goods,Specialty Chemicals,}
{,RBB,RBB Bancorp,20.18,$405.09M,2017,Finance,Major Banks,}
{,ROLL,RBC Bearings Incorporated,137.42,$3.41B,2005,Capital Goods,Metal Fabrications,}
{,RICK,"RCI Hospitality Holdings, Inc.",22.15,$214.64M,1995,Consumer Services,Restaurants,}
{,RCMT,"RCM Technologies, Inc.",3.87,$49.81M,n/a,Technology,Professional Services,}
{,RDI,Reading International Inc,14.65,$335.94M,n/a,Consumer Services,Movies/Entertainment,}
{,RDIB,Reading International Inc,26,$596.21M,n/a,Consumer Services,Movies/Entertainment,}
{,BCNA,Reality Shares Nasdaq NexGen Economy China ETF,22.0786,$2.21M,n/a,n/a,n/a,}
{,BLCN,Reality Shares Nasdaq NextGen Economy ETF,22.96,$71.75M,n/a,n/a,n/a,}
{,RLM,Realm Therapeutics plc,3.44,$16.04M,n/a,Health Care,Major Pharmaceuticals,}
{,RNWK,"RealNetworks, Inc.",2.19,$83.1M,1997,Technology,EDP Services,}
{,RP,"RealPage, Inc.",59.42,$5.62B,2010,Technology,Computer Software: Prepackaged Software,}
{,RETA,"Reata Pharmaceuticals, Inc.",89.92,$2.7B,2016,Health Care,Major Pharmaceuticals,}
{,RCON,"Recon Technology, Ltd.",0.935,$19.58M,2009,Energy,Oilfield Services/Equipment,}
{,REPH,"Recro Pharma, Inc.",9.1,$200.12M,2014,Health Care,Major Pharmaceuticals,}
{,RRBI,"Red River Bancshares, Inc.",50.75,$399.58M,2019,Finance,Major Banks,}
{,RRGB,"Red Robin Gourmet Burgers, Inc.",34.31,$444.84M,2002,Consumer Services,Restaurants,}
{,RRR,"Red Rock Resorts, Inc.",25.14,$2.95B,2016,Consumer Services,Hotels/Resorts,}
{,RDVT,"Red Violet, Inc.",10.3562,$106.53M,n/a,Technology,Computer Software: Prepackaged Software,}
{,RDFN,Redfin Corporation,17.03,$1.55B,2017,Finance,Real Estate,}
{,RDHL,Redhill Biopharma Ltd.,7.79,$220.99M,n/a,Health Care,Major Pharmaceuticals,}
{,RBZ,Reebonz Holding Limited,6.47,$31.3M,2017,Consumer Services,Catalog/Specialty Distribution,}
{,REED,"Reeds, Inc.",3.78,$126.62M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),}
{,REG,Regency Centers Corporation,65.54,$10.98B,1993,Consumer Services,Real Estate Investment Trusts,}
{,REGN,"Regeneron Pharmaceuticals, Inc.",312.86,$34.3B,1991,Health Care,Major Pharmaceuticals,}
{,RGNX,REGENXBIO Inc.,45.8,$1.68B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,RGLS,Regulus Therapeutics Inc.,1.33,$14.29M,2012,Health Care,Major Pharmaceuticals,}
{,REKR,"Rekor Systems, Inc.",0.7985,$15.47M,n/a,Capital Goods,Telecommunications Equipment,}
{,RBNC,"Reliant Bancorp, Inc.",22.57,$259.48M,n/a,Finance,Major Banks,}
{,RELV,"Reliv&#39; International, Inc.",4.46,$7.79M,n/a,Health Care,Major Pharmaceuticals,}
{,MARK,"Remark Holdings, Inc.",1.29,$53.34M,n/a,Consumer Services,Telecommunications Equipment,}
{,RRI,"Remora Royalties, Inc.",n/a,n/a,n/a,n/a,n/a,}
{,RNST,Renasant Corporation,36.47,$2.14B,n/a,Finance,Major Banks,}
{,REGI,"Renewable Energy Group, Inc.",16.96,$638.02M,2012,Basic Industries,Major Chemicals,}
{,RCII,Rent-A-Center Inc.,25.35,$1.37B,1995,Technology,Diversified Commercial Services,}
{,RGEN,Repligen Corporation,69.28,$3.27B,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,REPL,"Replimune Group, Inc.",15.5,$490.53M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,RBCAA,"Republic Bancorp, Inc.",48.74,$1.02B,1998,Finance,Major Banks,}
{,FRBK,"Republic First Bancorp, Inc.",4.92,$289.5M,n/a,Finance,Major Banks,}
{,REFR,Research Frontiers Incorporated,2.7599,$79.5M,n/a,Miscellaneous,Multi-Sector Companies,}
{,RESN,Resonant Inc.,3.16,$88.76M,2014,Technology,Semiconductors,}
{,RECN,"Resources Connection, Inc.",16.14,$516.81M,2000,Miscellaneous,Business Services,}
{,HAIR,"Restoration Robotics, Inc.",0.5575,$22.78M,2017,Health Care,Medical/Dental Instruments,}
{,TORC,"resTORbio, Inc.",8.79,$309.89M,2018,Health Care,Major Pharmaceuticals,}
{,ROIC,Retail Opportunity Investments Corp.,17.8,$2.03B,n/a,Consumer Services,Real Estate Investment Trusts,}
{,RETO,"ReTo Eco-Solutions, Inc.",2,$45.52M,2017,Capital Goods,Industrial Machinery/Components,}
{,RTRX,"Retrophin, Inc.",18.41,$762.9M,n/a,Health Care,Major Pharmaceuticals,}
{,RVNC,"Revance Therapeutics, Inc.",12.63,$555.8M,2014,Health Care,Major Pharmaceuticals,}
{,RVEN,"Reven Housing REIT, Inc.",3.35,$36.98M,n/a,Consumer Services,Real Estate Investment Trusts,}
{,RVLT,"Revolution Lighting Technologies, Inc.",0.178,$4.19M,n/a,Consumer Durables,Building Products,}
{,RWLK,ReWalk Robotics Ltd.,2.74,$12.38M,2014,Health Care,Industrial Specialties,}
{,RFIL,"RF Industries, Ltd.",7.385,$69.1M,n/a,Capital Goods,Electrical Products,}
{,RGCO,RGC Resources Inc.,27.45,$220.23M,n/a,Public Utilities,Oil & Gas Production,}
{,RBKB,"Rhinebeck Bancorp, Inc.",11.7,$130.26M,2019,Finance,Banks,}
{,RYTM,"Rhythm Pharmaceuticals, Inc.",26.12,$899.37M,2017,Health Care,Major Pharmaceuticals,}
{,RBBN,Ribbon Communications Inc. ,4.83,$538.02M,n/a,Technology,EDP Services,}
{,RIBT,RiceBran Technologies,2.8,$92.48M,n/a,Consumer Non-Durables,Packaged Foods,}
{,RELL,"Richardson Electronics, Ltd.",5.78,$75.45M,1983,Consumer Non-Durables,Electronic Components,}
{,RIGL,"Rigel Pharmaceuticals, Inc.",2.22,$371.17M,2000,Health Care,Major Pharmaceuticals,}
{,RNET,"RigNet, Inc.",9.77,$192.58M,2010,Consumer Services,Telecommunications Equipment,}
{,RMNI,"Rimini Street, Inc.",5.17,$337.08M,2015,Miscellaneous,Business Services,}
{,RIOT,"Riot Blockchain, Inc",4.04,$59.64M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,}
{,REDU,RISE Education Cayman Ltd,9.78,$556.38M,2017,Consumer Services,Other Consumer Services,}
{,RTTR,"Ritter Pharmaceuticals, Inc.",0.91,$8.23M,2015,Health Care,Major Pharmaceuticals,}
{,RVSB,Riverview Bancorp Inc,7.9,$178.6M,n/a,Finance,Savings Institutions,}
{,RIVE,Riverview Financial Corporation,11.25,$102.99M,n/a,Finance,Major Banks,}
{,RCKT,"Rocket Pharmaceuticals, Inc.",18.48,$929.35M,2015,Health Care,Major Pharmaceuticals,}
{,RMTI,"Rockwell Medical, Inc.",5.27,$300.91M,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,}
{,RCKY,"Rocky Brands, Inc.",25.03,$185.07M,1993,Consumer Non-Durables,Shoe Manufacturing,}
{,RMCF,"Rocky Mountain Chocolate Factory, Inc.",9.54,$56.75M,n/a,Consumer Non-Durables,Specialty Foods,}
{,ROKU,"Roku, Inc.",82.75,$9.37B,2017,Consumer Services,Television Services,}
{,ROSE,Rosehill Resources Inc.,4.38,$193.14M,2016,Energy,Oil & Gas Production,}
{,ROSEU,Rosehill Resources Inc.,5,n/a,2016,Energy,Oil & Gas Production,}
{,ROSEW,Rosehill Resources Inc.,0.5495,n/a,2016,Energy,Oil & Gas Production,}
{,ROST,"Ross Stores, Inc.",97.49,$35.82B,1985,Consumer Services,Clothing/Shoe/Accessory Stores,}
{,RGLD,"Royal Gold, Inc.",82.92,$5.43B,n/a,Basic Industries,Precious Metals,}
{,RTIX,"RTI Surgical Holdings, Inc.",4.85,$358.4M,2000,Health Care,Industrial Specialties,}
{,RBCN,"Rubicon Technology, Inc.",7.92,$21.6M,2007,Technology,Semiconductors,}
{,RUBY,"Rubius Therapeutics, Inc.",15.41,$1.23B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,RUHN,Ruhnn Holding Limited,5.71,$472.3M,2019,Consumer Services,Catalog/Specialty Distribution,}
{,RMBL,"RumbleOn, Inc.",5.15,$108.6M,n/a,Technology,EDP Services,}
{,RUSHA,"Rush Enterprises, Inc.",40.55,$1.5B,n/a,Consumer Durables,Automotive Aftermarket,}
{,RUSHB,"Rush Enterprises, Inc.",41.54,$1.53B,n/a,Consumer Durables,Automotive Aftermarket,}
{,RUTH,"Ruth&#39;s Hospitality Group, Inc.",26.26,$800.4M,2005,Consumer Services,Restaurants,}
{,RYAAY,Ryanair Holdings plc,71.92,$16.3B,1997,Transportation,Air Freight/Delivery Services,}
{,STBA,"S&T Bancorp, Inc.",40.11,$1.38B,n/a,Finance,Major Banks,}
{,SANW,S&W Seed Company,2.55,$84.84M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,}
{,SBRA,"Sabra Health Care REIT, Inc.",19.75,$3.55B,n/a,Consumer Services,Real Estate Investment Trusts,}
{,SABR,Sabre Corporation,20.56,$5.65B,2014,Technology,"Computer Software: Programming, Data Processing",}
{,SAEX,"SAExploration Holdings, Inc.",3.38,$13.7M,n/a,Energy,Oil & Gas Production,}
{,SFET,Safe-T Group Ltd.,2.155,$5.75M,2018,Technology,Computer Software: Prepackaged Software,}
{,SAFT,"Safety Insurance Group, Inc.",94.44,$1.45B,2002,Finance,Property-Casualty Insurers,}
{,SGA,"Saga Communications, Inc.",30.36,$180.82M,n/a,Consumer Services,Broadcasting,}
{,SAGE,"Sage Therapeutics, Inc.",166.02,$8.49B,2014,Health Care,Major Pharmaceuticals,}
{,SAIA,"Saia, Inc.",66.57,$1.72B,n/a,Transportation,Trucking Freight/Courier Services,}
{,SALM,"Salem Media Group, Inc.",2.01,$52.63M,1999,Consumer Services,Broadcasting,}
{,SAL,"Salisbury Bancorp, Inc.",39.43,$110.67M,n/a,Finance,Savings Institutions,}
{,SAFM,"Sanderson Farms, Inc.",152.91,$3.39B,1987,Consumer Non-Durables,Meat/Poultry/Fish,}
{,SASR,"Sandy Spring Bancorp, Inc.",34.49,$1.23B,n/a,Finance,Major Banks,}
{,SGMO,"Sangamo Therapeutics, Inc.",10.11,$1.17B,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,SANM,Sanmina Corporation,32.14,$2.22B,1993,Technology,Electrical Products,}
{,GCVRZ,Sanofi,0.5,n/a,n/a,Health Care,Major Pharmaceuticals,}
{,SNY,Sanofi,41.09,$102.39B,n/a,Health Care,Major Pharmaceuticals,}
{,SPNS,Sapiens International Corporation N.V.,15.07,$753.23M,1992,Technology,Computer Software: Prepackaged Software,}
{,SRPT,"Sarepta Therapeutics, Inc.",122,$9.05B,n/a,Health Care,Major Pharmaceuticals,}
{,SVRA,"Savara, Inc.",11.21,$401.66M,n/a,Health Care,Major Pharmaceuticals,}
{,SBFG,"SB Financial Group, Inc.",17.8137,$114.91M,n/a,Finance,Major Banks,}
{,SBFGP,"SB Financial Group, Inc.",18.1506,"$272,168.25 ",n/a,Finance,Major Banks,}
{,SBBX,SB One Bancorp,23.3,$220.78M,n/a,Finance,Major Banks,}
{,SBAC,SBA Communications Corporation,210.39,$23.83B,1999,Consumer Services,Real Estate Investment Trusts,}
{,SCSC,"ScanSource, Inc.",31.92,$820.53M,n/a,Technology,Retail: Computer Software & Peripheral Equipment,}
{,SMIT,"Schmitt Industries, Inc.",2.2889,$9.23M,n/a,Capital Goods,Industrial Machinery/Components,}
{,SCHN,"Schnitzer Steel Industries, Inc.",23.53,$630.05M,1993,Consumer Durables,Industrial Specialties,}
{,SRRK,Scholar Rock Holding Corporation,21.07,$552.4M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,SCHL,Scholastic Corporation,39.2,$1.38B,1992,Consumer Services,Books,}
{,SAMA,Schultze Special Purpose Acquisition Corp.,9.86,$160.23M,2019,Finance,Business Services,}
{,SAMAU,Schultze Special Purpose Acquisition Corp.,10.18,n/a,2018,Finance,Business Services,}
{,SAMAW,Schultze Special Purpose Acquisition Corp.,0.34,n/a,2019,Finance,Business Services,}
{,SGMS,Scientific Games Corp,22.07,$2.05B,n/a,Technology,EDP Services,}
{,SCPL,SciPlay Corporation,15.1,$332.2M,2019,Technology,EDP Services,}
{,SCPH,scPharmaceuticals Inc.,3.5,$65.03M,2017,Health Care,Major Pharmaceuticals,}
{,WORX,SCWorx Corp.,5.96,$39.12M,2016,Consumer Services,Services-Misc. Amusement & Recreation,}
{,SCYX,"SCYNEXIS, Inc.",1.49,$79.94M,2014,Health Care,Major Pharmaceuticals,}
{,SEAC,"SeaChange International, Inc.",1.25,$45.64M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,}
{,SBCF,Seacoast Banking Corporation of Florida,27.17,$1.4B,n/a,Finance,Major Banks,}
{,STX,Seagate Technology PLC,47.4,$13.12B,2002,Technology,Electronic Components,}
{,SHIP,Seanergy Maritime Holdings Corp,1.82,$5.11M,n/a,Transportation,Marine Transportation,}
{,SHIPW,Seanergy Maritime Holdings Corp,0.0398,n/a,n/a,Transportation,Marine Transportation,}
{,SHIPZ,Seanergy Maritime Holdings Corp,0.35,n/a,n/a,n/a,n/a,}
{,SHOS,"Sears Hometown and Outlet Stores, Inc.",2.35,$53.35M,n/a,Consumer Services,Department/Specialty Retail Stores,}
{,SPNE,SeaSpine Holdings Corporation,15.31,$289.32M,n/a,Health Care,Medical/Dental Instruments,}
{,SGEN,"Seattle Genetics, Inc.",67.64,$10.91B,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,EYES,"Second Sight Medical Products, Inc.",0.955,$118.61M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,}
{,EYESW,"Second Sight Medical Products, Inc.",0.21,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,}
{,SECO,Secoo Holding Limited,9.5,$477.32M,2017,Consumer Services,Other Specialty Stores,}
{,SCWX,SecureWorks Corp.,18.16,$1.48B,2016,Technology,Computer Software: Prepackaged Software,}
{,SNFCA,Security National Financial Corporation,5.1,$87.72M,n/a,Finance,Finance: Consumer Services,}
{,SEEL,"Seelos Therapeutics, Inc.",2.86,$57.81M,n/a,Health Care,Major Pharmaceuticals,}
{,SEIC,SEI Investments Company,52.93,$8.07B,1981,Finance,Investment Bankers/Brokers/Service,}
{,SLCT,"Select Bancorp, Inc.",11.78,$227.67M,n/a,Finance,Major Banks,}
{,SIC,"Select Interior Concepts, Inc.",13.02,$336.43M,n/a,Basic Industries,Homebuilding,}
{,SELB,"Selecta Biosciences, Inc.",2.37,$106.15M,2016,Health Care,Major Pharmaceuticals,}
{,SIGI,"Selective Insurance Group, Inc.",71.53,$4.24B,n/a,Finance,Property-Casualty Insurers,}
{,SLS,"SELLAS Life Sciences Group, Inc. ",0.93,$22.48M,n/a,Health Care,Major Pharmaceuticals,}
{,LEDS,SemiLEDS Corporation,3.04,$10.91M,2010,Technology,Semiconductors,}
{,SMTC,Semtech Corporation,51.34,$3.42B,n/a,Technology,Semiconductors,}
{,SENEA,Seneca Foods Corp.,25.12,$240.52M,n/a,Consumer Non-Durables,Packaged Foods,}
{,SENEB,Seneca Foods Corp.,24.08,$230.57M,n/a,Consumer Non-Durables,Packaged Foods,}
{,SNES,"SenesTech, Inc.",1.67,$39.57M,2016,Basic Industries,Agricultural Chemicals,}
{,SNH,Senior Housing Properties Trust,8.15,$1.94B,n/a,Consumer Services,Real Estate Investment Trusts,}
{,SNHNI,Senior Housing Properties Trust,21.85,n/a,n/a,Consumer Services,Real Estate Investment Trusts,}
{,SNHNL,Senior Housing Properties Trust,24.97,n/a,n/a,Consumer Services,Real Estate Investment Trusts,}
{,AIHS,Senmiao Technology Limited,4.72,$122.15M,2018,Finance,Finance: Consumer Services,}
{,SRTS,"Sensus Healthcare, Inc.",5.38,$88.87M,2016,Health Care,Medical/Dental Instruments,}
